mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
238,Mr,Diego de los,Santos López,,,male,Estonia,Viso del Alcor (Sevilla),19/08/1936 12:00,21/03/2016 01:00,https://www.europarl.europa.eu/mepphoto/238.jpg,,,,,,,https://data.europarl.europa.eu/person/238
907,Mr,Gaetano,Cingari,,,male,Italy,Reggio Calabria,14/11/1926 02:00,09/05/1994 12:00,https://www.europarl.europa.eu/mepphoto/907.jpg,,,,,,,https://data.europarl.europa.eu/person/907
922,Mr,Menelaos,Hadjigeorgiou,????????,?????????????,male,Greece,Thessaloniki,30/11/1924 02:00,12/10/2020 12:00,https://www.europarl.europa.eu/mepphoto/922.jpg,,,,,,,https://data.europarl.europa.eu/person/922
923,Mr,Georgios,Zavvos,????????,??????,male,Greece,Athina,21/05/1951 01:00,,https://www.europarl.europa.eu/mepphoto/923.jpg,,,,,,,https://data.europarl.europa.eu/person/923
940,Ms,Annemarie M.C.,Goedmakers,,,female,Netherlands,Amsterdam,25/03/1948 01:00,,https://www.europarl.europa.eu/mepphoto/940.jpg,,,,,,,https://data.europarl.europa.eu/person/940
941,Ms,Ursula,Braun-Moser,,,female,Germany,Frankfurt a. M.,25/05/1937 01:00,02/05/2022 12:00,https://www.europarl.europa.eu/mepphoto/941.jpg,,,,,,,https://data.europarl.europa.eu/person/941
942,Ms,Mechthild,von Alemann,,,female,Germany,Seebach/Krs. Langensalza,29/01/1937 02:00,,https://www.europarl.europa.eu/mepphoto/942.jpg,,,,,,,https://data.europarl.europa.eu/person/942
944,Ms,Maria Amélia,Santos,,,female,Portugal,Lisboa,25/08/1952 01:00,,https://www.europarl.europa.eu/mepphoto/944.jpg,,,,,,,https://data.europarl.europa.eu/person/944
945,Ms,Nicole,Fontaine,,,female,France,Grainville-Ymauville (Seine-Maritime),16/01/1942 12:00,17/05/2018 12:00,https://www.europarl.europa.eu/mepphoto/945.jpg,,,,,,,https://data.europarl.europa.eu/person/945
946,Ms,Simone M.M.,Martin,,,female,France,Tourcoing,14/04/1943 12:00,,https://www.europarl.europa.eu/mepphoto/946.jpg,,,,,,,https://data.europarl.europa.eu/person/946
947,Ms,Luciana,Castellina,,,female,Italy,Roma,09/08/1929 01:00,,https://www.europarl.europa.eu/mepphoto/947.jpg,,,,,,,https://data.europarl.europa.eu/person/947
948,Ms,Mathilde M.,van den Brink,,,female,Netherlands,Utrecht,04/02/1941 12:00,,https://www.europarl.europa.eu/mepphoto/948.jpg,,,,,,,https://data.europarl.europa.eu/person/948
949,Ms,Maria Luisa,Cassanmagnago Cerretti,,,female,Italy,Bergamo,07/04/1929 02:00,04/08/2008 12:00,https://www.europarl.europa.eu/mepphoto/949.jpg,,,,,,,https://data.europarl.europa.eu/person/949
952,Mr,Aymeri,de Montesquiou Fezensac,,,male,France,Marsan (Gers),07/07/1942 12:00,,https://www.europarl.europa.eu/mepphoto/952.jpg,,,,,,,https://data.europarl.europa.eu/person/952
953,Mr,Bartho,Pronk,,,male,Netherlands,Den Haag,28/09/1950 01:00,,https://www.europarl.europa.eu/mepphoto/953.jpg,,,,,,,https://data.europarl.europa.eu/person/953
954,Mr,Michel,Hervé,,,male,France,Parthenay,29/09/1945 01:00,,https://www.europarl.europa.eu/mepphoto/954.jpg,,,,,,,https://data.europarl.europa.eu/person/954
955,Mr,Vassilis,Ephremidis,???????,??????????,male,Greece,Athina,31/12/1915 01:00,17/08/2000 12:00,https://www.europarl.europa.eu/mepphoto/955.jpg,,,,,,,https://data.europarl.europa.eu/person/955
956,Mr,Leo C.,Tindemans,,,male,Belgium,Zwijndrecht,16/04/1922 12:00,26/12/2014 01:00,https://www.europarl.europa.eu/mepphoto/956.jpg,,,,,,,https://data.europarl.europa.eu/person/956
958,Mr,Antonio,Mazzone,,,male,Italy,Napoli,19/12/1934 02:00,,https://www.europarl.europa.eu/mepphoto/958.jpg,,,,,,,https://data.europarl.europa.eu/person/958
959,Mr,Virginio,Bettini,,,male,Italy,Nova Milanese (Milano),29/06/1942 12:00,21/09/2020 12:00,https://www.europarl.europa.eu/mepphoto/959.jpg,,,,,,,https://data.europarl.europa.eu/person/959
960,Mr,François,Musso,,,male,France,Ajaccio (Corse du Sud),01/10/1935 01:00,,https://www.europarl.europa.eu/mepphoto/960.jpg,,,,,,,https://data.europarl.europa.eu/person/960
961,Mr,José Antonio,Escudero,,,male,Estonia,Barbastro,12/10/1936 02:00,,https://www.europarl.europa.eu/mepphoto/961.jpg,,,,,,,https://data.europarl.europa.eu/person/961
962,Mr,Louis,Lauga,,,male,France,Momas,16/02/1940 02:00,,https://www.europarl.europa.eu/mepphoto/962.jpg,,,,,,,https://data.europarl.europa.eu/person/962
963,Mr,Giuseppe,Tatarella,,,male,Italy,Cerignola (Foggia),17/09/1935 01:00,,https://www.europarl.europa.eu/mepphoto/963.jpg,,,,,,,https://data.europarl.europa.eu/person/963
964,Mr,António,Capucho,,,male,Portugal,Lisboa,03/01/1945 01:00,,https://www.europarl.europa.eu/mepphoto/964.jpg,,,,,,,https://data.europarl.europa.eu/person/964
965,Mr,Klaus,Riskær Pedersen,,,male,Denmark,København,24/04/1955 01:00,,https://www.europarl.europa.eu/mepphoto/965.jpg,,,,,,,https://data.europarl.europa.eu/person/965
966,Mr,Jean-Claude,Martinez,,,male,France,Sète,30/07/1945 12:00,,https://www.europarl.europa.eu/mepphoto/966.jpg,,,,,,,https://data.europarl.europa.eu/person/966
967,Mr,Gérard R.P.,Fuchs,,,male,France,Longjumeau,18/05/1940 12:00,,https://www.europarl.europa.eu/mepphoto/967.jpg,,,,,,,https://data.europarl.europa.eu/person/967
968,Mr,Emilio,COLOMBO,,,male,Italy,Potenza,11/04/1920 01:00,24/06/2013 12:00,https://www.europarl.europa.eu/mepphoto/968.jpg,,,,,,,https://data.europarl.europa.eu/person/968
969,Mr,Antonio,Iodice,,,male,Italy,Giugliano (NA),28/10/1941 12:00,,https://www.europarl.europa.eu/mepphoto/969.jpg,,,,,,,https://data.europarl.europa.eu/person/969
970,Mr,Lelio,Lagorio,,,male,Italy,Trieste,09/11/1925 02:00,07/01/2017 01:00,https://www.europarl.europa.eu/mepphoto/970.jpg,,,,,,,https://data.europarl.europa.eu/person/970
971,Mr,Alberto,Michelini,,,male,Italy,Roma,25/07/1941 12:00,,https://www.europarl.europa.eu/mepphoto/971.jpg,,,,,,,https://data.europarl.europa.eu/person/971
972,Mr,Tom,Spencer,,,male,United Kingdom,Nottingham,10/04/1948 01:00,,https://www.europarl.europa.eu/mepphoto/972.jpg,,,,,,,https://data.europarl.europa.eu/person/972
973,Mr,Helwin,Peter,,,male,Germany,Oberthal,18/07/1941 12:00,,https://www.europarl.europa.eu/mepphoto/973.jpg,,,,,,,https://data.europarl.europa.eu/person/973
974,Mr,Christian,de la Malène,,,male,France,Nîmes (Gard),05/12/1920 02:00,26/09/2007 12:00,https://www.europarl.europa.eu/mepphoto/974.jpg,,,,,,,https://data.europarl.europa.eu/person/974
975,Mr,Henri,SABY,,,male,France,Toulouse,08/08/1933 01:00,16/06/2011 12:00,https://www.europarl.europa.eu/mepphoto/975.jpg,,,,,,,https://data.europarl.europa.eu/person/975
976,Mr,Bernard,Thareau,,,male,France,La Rouxière,02/09/1936 01:00,29/06/1995 12:00,https://www.europarl.europa.eu/mepphoto/976.jpg,,,,,,,https://data.europarl.europa.eu/person/976
977,Mr,Vincenzo,Bettiza,,,male,Italy,Split (Jugoslavia),07/06/1927 01:00,26/07/2017 12:00,https://www.europarl.europa.eu/mepphoto/977.jpg,,,,,,,https://data.europarl.europa.eu/person/977
978,Mr,Léon,Schwartzenberg,,,male,France,Paris,02/12/1923 02:00,14/10/2003 12:00,https://www.europarl.europa.eu/mepphoto/978.jpg,,,,,,,https://data.europarl.europa.eu/person/978
979,Mr,Jacques,Tauran,,,male,France,Bois-Colombes,07/05/1930 01:00,29/02/1996 01:00,https://www.europarl.europa.eu/mepphoto/979.jpg,,,,,,,https://data.europarl.europa.eu/person/979
980,Mr,João,Cravinho,,,male,Portugal,Malange (Angola),19/09/1936 01:00,,https://www.europarl.europa.eu/mepphoto/980.jpg,,,,,,,https://data.europarl.europa.eu/person/980
981,Mr,Roger,Barton,,,male,United Kingdom,Sheffield,06/01/1945 01:00,,https://www.europarl.europa.eu/mepphoto/981.jpg,,,,,,,https://data.europarl.europa.eu/person/981
982,Mr,Calogero,Lo Giudice,,,male,Italy,Enna,16/06/1938 01:00,24/08/2021 12:00,https://www.europarl.europa.eu/mepphoto/982.jpg,,,,,,,https://data.europarl.europa.eu/person/982
983,Mr,Nino,Pisoni,,,male,Italy,Nerviano (Mi),05/05/1927 01:00,20/12/2002 01:00,https://www.europarl.europa.eu/mepphoto/983.jpg,,,,,,,https://data.europarl.europa.eu/person/983
984,Mr,Martin,HOLZFUSS,,,male,Germany,Beelkow bei Koeslin/Pom.,24/12/1925 02:00,07/05/2012 12:00,https://www.europarl.europa.eu/mepphoto/984.jpg,,,,,,,https://data.europarl.europa.eu/person/984
985,Mr,José María,Ruiz-Mateos Jiménez de Tejada,,,male,Estonia,Rota (Cádiz),11/04/1931 02:00,,https://www.europarl.europa.eu/mepphoto/985.jpg,,,,,,,https://data.europarl.europa.eu/person/985
986,Mr,Jean-Louis,Borloo,,,male,France,Paris,07/04/1951 01:00,,https://www.europarl.europa.eu/mepphoto/986.jpg,,,,,,,https://data.europarl.europa.eu/person/986
987,Mr,Nicolas,Estgen,,,male,Luxembourg,Dudelange,28/02/1930 02:00,26/12/2019 01:00,https://www.europarl.europa.eu/mepphoto/987.jpg,,,,,,,https://data.europarl.europa.eu/person/987
988,Mr,Carlo,Casini,,,male,Italy,Firenze,04/03/1935 02:00,23/03/2020 01:00,https://www.europarl.europa.eu/mepphoto/988.jpg,,,,,,,https://data.europarl.europa.eu/person/988
989,Mr,Giuliano,Ferrara,,,male,Italy,Roma,07/01/1952 01:00,,https://www.europarl.europa.eu/mepphoto/989.jpg,,,,,,,https://data.europarl.europa.eu/person/989
990,Mr,Enrico,Ferri,,,male,Italy,La Spezia,17/02/1942 12:00,17/12/2020 01:00,https://www.europarl.europa.eu/mepphoto/990.jpg,,,,,,,https://data.europarl.europa.eu/person/990
991,Mr,Salvatore,Lima,,,male,Italy,Palermo,23/01/1928 02:00,12/03/1992 01:00,https://www.europarl.europa.eu/mepphoto/991.jpg,,,,,,,https://data.europarl.europa.eu/person/991
992,Ms,Nora,Mebrak-Zaïdi,,,female,France,Béthoncourt (Doubs),06/07/1965 01:00,,https://www.europarl.europa.eu/mepphoto/992.jpg,,,,,,,https://data.europarl.europa.eu/person/992
993,Ms,Adriana,Ceci,,,female,Italy,Barletta (Bari),09/12/1942 01:00,,https://www.europarl.europa.eu/mepphoto/993.jpg,,,,,,,https://data.europarl.europa.eu/person/993
994,Ms,Maria,MAGNANI NOYA,,,female,Italy,Genova,24/10/1931 02:00,09/12/2011 01:00,https://www.europarl.europa.eu/mepphoto/994.jpg,,,,,,,https://data.europarl.europa.eu/person/994
995,Mr,Luigi,VERTEMATI,,,male,Italy,Bernareggio (MI),05/05/1938 01:00,09/01/2012 01:00,https://www.europarl.europa.eu/mepphoto/995.jpg,,,,,,,https://data.europarl.europa.eu/person/995
996,Mr,Francesco,Corleone,,,male,Italy,Milano,29/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/996.jpg,,,,,,,https://data.europarl.europa.eu/person/996
997,Mr,Francesco Enrico,Speroni,,,male,Italy,Busto Arsizio,04/10/1946 12:00,,https://www.europarl.europa.eu/mepphoto/997.jpg,,,,,,,https://data.europarl.europa.eu/person/997
998,Mr,Marco,Taradash,,,male,Italy,Livorno,19/05/1950 01:00,,https://www.europarl.europa.eu/mepphoto/998.jpg,,,,,,,https://data.europarl.europa.eu/person/998
999,Ms,Johanna-Christina,Grund,,,female,Germany,Breslau,17/07/1934 01:00,13/07/2017 12:00,https://www.europarl.europa.eu/mepphoto/999.jpg,,,,,,,https://data.europarl.europa.eu/person/999
1000,Ms,Teresa,Domingo Segarra,,,female,Estonia,Castellón,24/04/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1000.jpg,,,,,,,https://data.europarl.europa.eu/person/1000
1001,Ms,Marie-José,Denys,,,female,France,La Rochelle,15/03/1950 01:00,12/01/2022 01:00,https://www.europarl.europa.eu/mepphoto/1001.jpg,,,,,,,https://data.europarl.europa.eu/person/1001
1002,Mr,Marco,Pannella,,,male,Italy,Teramo,02/05/1930 12:00,19/05/2016 12:00,https://www.europarl.europa.eu/mepphoto/1002.jpg,,,,,,,https://data.europarl.europa.eu/person/1002
1003,Mr,Ferruccio,Pisoni,,,male,Italy,Sarche di Calavino (TN),06/08/1936 01:00,12/12/2020 01:00,https://www.europarl.europa.eu/mepphoto/1003.jpg,,,,,,,https://data.europarl.europa.eu/person/1003
1004,Mr,Andrea,RAGGIO,,,male,Italy,Cagliari,30/11/1929 02:00,30/03/2013 01:00,https://www.europarl.europa.eu/mepphoto/1004.jpg,,,,,,,https://data.europarl.europa.eu/person/1004
1005,Mr,Giuseppe,RAUTI,,,male,Italy,Cardinale (CZ),19/11/1926 02:00,02/11/2012 01:00,https://www.europarl.europa.eu/mepphoto/1005.jpg,,,,,,,https://data.europarl.europa.eu/person/1005
1006,Mr,Giorgio,Rossetti,,,male,Italy,Trieste,24/08/1938 01:00,,https://www.europarl.europa.eu/mepphoto/1006.jpg,,,,,,,https://data.europarl.europa.eu/person/1006
1007,Mr,Gianfranco,Fini,,,male,Italy,Bologna,03/01/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1007.jpg,,,,,,,https://data.europarl.europa.eu/person/1007
1008,Mr,Arnaldo,Forlani,,,male,Italy,Pesaro,08/12/1925 02:00,,https://www.europarl.europa.eu/mepphoto/1008.jpg,,,,,,,https://data.europarl.europa.eu/person/1008
1009,Mr,Gerardo,Gaibisso,,,male,Italy,Monte Argentario (GR),30/05/1927 01:00,31/03/2018 12:00,https://www.europarl.europa.eu/mepphoto/1009.jpg,,,,,,,https://data.europarl.europa.eu/person/1009
1010,Mr,Giorgio,La Malfa,,,male,Italy,Milano,13/10/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1010.jpg,,,,,,,https://data.europarl.europa.eu/person/1010
1011,Mr,Vincenzo,Mattina,,,male,Italy,Buonabitacolo (SA),29/07/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1011.jpg,,,,,,,https://data.europarl.europa.eu/person/1011
1012,Mr,Franco,Borgo,,,male,Italy,Lugo Vicentino (VI),10/10/1932 02:00,09/03/2017 01:00,https://www.europarl.europa.eu/mepphoto/1012.jpg,,,,,,,https://data.europarl.europa.eu/person/1012
1013,Mr,Antonio,CARIGLIA,,,male,Italy,Vieste,28/03/1924 02:00,20/02/2010 01:00,https://www.europarl.europa.eu/mepphoto/1013.jpg,,,,,,,https://data.europarl.europa.eu/person/1013
1014,Mr,Mauro,Chiabrando,,,male,Italy,Pinerolo (TO),29/03/1932 02:00,25/12/2016 01:00,https://www.europarl.europa.eu/mepphoto/1014.jpg,,,,,,,https://data.europarl.europa.eu/person/1014
1015,Mr,Maurice,DUVERGER,,,male,France,Angoulème,05/06/1917 12:00,16/12/2014 01:00,https://www.europarl.europa.eu/mepphoto/1015.jpg,,,,,,,https://data.europarl.europa.eu/person/1015
1016,Mr,Marc,REYMANN,,,male,France,Strasbourg,07/06/1937 01:00,10/11/2010 01:00,https://www.europarl.europa.eu/mepphoto/1016.jpg,,,,,,,https://data.europarl.europa.eu/person/1016
1017,Mr,Dick,UKEIWÉ,,,male,France,Lifou (Nouvelle Calédonie),13/12/1928 02:00,04/09/2013 12:00,https://www.europarl.europa.eu/mepphoto/1017.jpg,,,,,,,https://data.europarl.europa.eu/person/1017
1018,Mr,Francis,Wurtz,,,male,France,Strasbourg,03/01/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1018.jpg,,,,,,,https://data.europarl.europa.eu/person/1018
1019,Mr,Neil,Blaney,,,male,Ireland,Rossnakill (Co. Donegal),29/10/1922 02:00,08/11/1995 01:00,https://www.europarl.europa.eu/mepphoto/1019.jpg,,,,,,,https://data.europarl.europa.eu/person/1019
1020,Mr,Rinaldo,Bontempi,,,male,Italy,Pinerolo (TO),02/01/1944 01:00,14/08/2007 12:00,https://www.europarl.europa.eu/mepphoto/1020.jpg,,,,,,,https://data.europarl.europa.eu/person/1020
1021,Mr,Pierre,Lataillade,,,male,France,Arcachon,27/04/1933 01:00,07/11/2020 01:00,https://www.europarl.europa.eu/mepphoto/1021.jpg,,,,,,,https://data.europarl.europa.eu/person/1021
1022,Mr,Jean-Marie,Le Chevallier,,,male,France,Sceaux,22/11/1936 02:00,30/10/2020 01:00,https://www.europarl.europa.eu/mepphoto/1022.jpg,,,,,,,https://data.europarl.europa.eu/person/1022
1023,Mr,Jean-Marie,Le Pen,,,male,France,La Trinité-sur-Mer (Morbihan),20/06/1928 01:00,,https://www.europarl.europa.eu/mepphoto/1023.jpg,,,,,,,https://data.europarl.europa.eu/person/1023
1024,Mr,Alain,Madelin,,,male,France,Paris,26/03/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1024.jpg,,,,,,,https://data.europarl.europa.eu/person/1024
1025,Mr,Claude,Malhuret,,,male,France,Strasbourg,08/03/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1025.jpg,,,,,,,https://data.europarl.europa.eu/person/1025
1026,Mr,Jean-Louis,Bourlanges,,,male,France,Neuilly,13/07/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1026.jpg,,,,,,,https://data.europarl.europa.eu/person/1026
1027,Mr,Jean-Pierre,Cot,,,male,France,Chene-Bougeries (Suisse),23/10/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1027.jpg,,,,,,,https://data.europarl.europa.eu/person/1027
1028,Mr,Philippe J.G.,Douste-Blazy,,,male,France,Lourdes,01/01/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1028.jpg,,,,,,,https://data.europarl.europa.eu/person/1028
1029,Mr,Laurent,Fabius,,,male,France,Paris,20/08/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1029.jpg,,,,,,,https://data.europarl.europa.eu/person/1029
1030,Mr,Valéry,Giscard d'Estaing,,,male,France,Coblence (Allemagne),02/02/1926 02:00,,https://www.europarl.europa.eu/mepphoto/1030.jpg,,,,,,,https://data.europarl.europa.eu/person/1030
1031,Mr,Detlev,Samland,,,male,Germany,Essen,01/05/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1031.jpg,,,,,,,https://data.europarl.europa.eu/person/1031
1032,Mr,Dimitrios,NIANIAS,?????????,???????,male,Greece,Mytilini,07/02/1923 02:00,18/10/2015 12:00,https://www.europarl.europa.eu/mepphoto/1032.jpg,,,,,,,https://data.europarl.europa.eu/person/1032
1033,Mr,Alonso José,Puerta,,,male,Estonia,Avilés (Asturias),24/03/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1033.jpg,,,,,,,https://data.europarl.europa.eu/person/1033
1034,Mr,Claude,Autant-Lara,,,male,France,,05/08/1901 01:36,,https://www.europarl.europa.eu/mepphoto/1034.jpg,,,,,,,https://data.europarl.europa.eu/person/1034
1035,Mr,Charles E.,BAUR,,,male,France,Paris,20/12/1929 02:00,02/01/2015 01:00,https://www.europarl.europa.eu/mepphoto/1035.jpg,,,,,,,https://data.europarl.europa.eu/person/1035
1036,Mr,Pierre,Bernard-Reymond,,,male,France,Gap (Hautes-Alpes),16/01/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1036.jpg,,,,,,,https://data.europarl.europa.eu/person/1036
1037,Mr,Reimer,Böge,,,male,Germany,Hasenmoor,18/12/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1037.jpg,,,,,,,https://data.europarl.europa.eu/person/1037
1038,Mr,Karl-Heinz,Florenz,,,male,Germany,Neukirchen-Vluyn,22/10/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1038.jpg,,,,,,,https://data.europarl.europa.eu/person/1038
1039,Mr,Honor,Funk,,,male,Germany,Börrat (Baden-Württemberg),27/06/1930 01:00,18/03/2022 01:00,https://www.europarl.europa.eu/mepphoto/1039.jpg,,,,,,,https://data.europarl.europa.eu/person/1039
1040,Mr,Friedrich-Wilhelm,Graefe zu Baringdorf,,,male,Germany,Spenge,29/11/1942 01:00,,https://www.europarl.europa.eu/mepphoto/1040.jpg,,,,,,,https://data.europarl.europa.eu/person/1040
1041,Mr,Winfried,Menrad,,,male,Germany,Schwäbisch Gmünd,10/02/1939 01:00,26/08/2016 12:00,https://www.europarl.europa.eu/mepphoto/1041.jpg,,,,,,,https://data.europarl.europa.eu/person/1041
1042,Mr,Gerd,Müller,,,male,Germany,Krumbach,25/08/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1042.jpg,,,,,,,https://data.europarl.europa.eu/person/1042
1043,Mr,Ioannis,Pesmazoglou,???????,???????????,male,Greece,Hios,01/03/1918 01:00,27/11/2003 01:00,https://www.europarl.europa.eu/mepphoto/1043.jpg,,,,,,,https://data.europarl.europa.eu/person/1043
1044,Mr,Panayotis,Roumeliotis,??????????,???????????,male,Greece,Suez (Egypte),19/08/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1044.jpg,,,,,,,https://data.europarl.europa.eu/person/1044
1045,Mr,Pavlos,SARLIS,??????,??????,male,Greece,Le Pirée,18/08/1932 01:00,04/02/2011 01:00,https://www.europarl.europa.eu/mepphoto/1045.jpg,,,,,,,https://data.europarl.europa.eu/person/1045
1046,Mr,Ioannis,Stamoulis,???????,?????????,male,Greece,Thiva,12/09/1930 01:00,03/12/2007 01:00,https://www.europarl.europa.eu/mepphoto/1046.jpg,,,,,,,https://data.europarl.europa.eu/person/1046
1047,Mr,Konstantinos,Tsimas,????????????,??????,male,Greece,Theologos Thassou,04/06/1936 01:00,29/11/2005 01:00,https://www.europarl.europa.eu/mepphoto/1047.jpg,,,,,,,https://data.europarl.europa.eu/person/1047
1048,Mr,Ib,Christensen,,,male,Denmark,Randers,15/03/1930 02:00,,https://www.europarl.europa.eu/mepphoto/1048.jpg,,,,,,,https://data.europarl.europa.eu/person/1048
1049,Mr,Dionysios,Livanos,?????????,???????,male,Greece,Athina,02/12/1934 02:00,31/10/2005 01:00,https://www.europarl.europa.eu/mepphoto/1049.jpg,,,,,,,https://data.europarl.europa.eu/person/1049
1050,Mr,Dimitrios,Pagoropoulos,?????????,???o????????,male,Greece,Pireas,30/01/1931 02:00,17/01/2000 01:00,https://www.europarl.europa.eu/mepphoto/1050.jpg,,,,,,,https://data.europarl.europa.eu/person/1050
1051,Mr,Mihail,PAPAYANNAKIS,??????,?????????????,male,Greece,Kalamata,19/08/1941 12:00,26/05/2009 12:00,https://www.europarl.europa.eu/mepphoto/1051.jpg,,,,,,,https://data.europarl.europa.eu/person/1051
1052,Mr,Filippos,Pierros,????????,???????,male,Greece,Pyrgos Hlias,14/11/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1052.jpg,,,,,,,https://data.europarl.europa.eu/person/1052
1053,Ms,Leyla,Onur,,,female,Germany,Braunschweig,08/01/1945 01:00,,https://www.europarl.europa.eu/mepphoto/1053.jpg,,,,,,,https://data.europarl.europa.eu/person/1053
1054,Ms,Dorothee,Piermont,,,female,Germany,Straßburg,27/02/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1054.jpg,,,,,,,https://data.europarl.europa.eu/person/1054
1055,Ms,Godelieve,Quisthoudt-Rowohl,,,female,Germany,Etterbeek (Belgien),18/06/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1055.jpg,,,,,,,https://data.europarl.europa.eu/person/1055
1056,Ms,Eva-Maria,Quistorp,,,female,Germany,Detmold,27/08/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1056.jpg,,,,,,,https://data.europarl.europa.eu/person/1056
1057,Ms,Claudia,Roth,,,female,Germany,Ulm,15/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1057.jpg,,,,,,,https://data.europarl.europa.eu/person/1057
1058,Mr,Efstathios,Lagakos,?????????,???????,male,Greece,Xirokabion Lakonias,04/06/1921 01:00,02/03/2004 01:00,https://www.europarl.europa.eu/mepphoto/1058.jpg,,,,,,,https://data.europarl.europa.eu/person/1058
1059,Ms,Hiltrud,Breyer,,,female,Germany,Saarbrücken,22/08/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1059.jpg,,,,,,,https://data.europarl.europa.eu/person/1059
1060,Ms,Birgit,Cramon Daiber,,,female,Germany,Ebingen/Württemberg,22/08/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1060.jpg,,,,,,,https://data.europarl.europa.eu/person/1060
1061,Ms,Lissy,Gröner,,,female,Germany,Langenfeld,31/05/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1061.jpg,,,,,,,https://data.europarl.europa.eu/person/1061
1062,Ms,Karin,Junker,,,female,Germany,Düsseldorf,24/12/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1062.jpg,,,,,,,https://data.europarl.europa.eu/person/1062
