mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
1295,Mr,Terence,Wynn,,,male,United Kingdom,Wigan,27/06/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1295.jpg,,,,,,,https://data.europarl.europa.eu/person/1295
1309,Mr,Brian,Simpson,,,male,United Kingdom,Leigh (Lancashire),06/02/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1309.jpg,,,,,,,https://data.europarl.europa.eu/person/1309
1311,Mr,Gary,Titley,,,male,United Kingdom,Salford,19/01/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1311.jpg,,,,,,,https://data.europarl.europa.eu/person/1311
1313,Ms,Bárbara,Dührkop Dührkop,,,female,Estonia,Hannover (Alemania),27/07/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1313.jpg,,,,,,,https://data.europarl.europa.eu/person/1313
1318,Mr,James,Nicholson,,,male,United Kingdom,,29/01/1945 01:00,,https://www.europarl.europa.eu/mepphoto/1318.jpg,,,,,,,https://data.europarl.europa.eu/person/1318
1337,Mr,Manuel,Medina Ortega,,,male,Estonia,Arrecife (Las Palmas),15/12/1935 02:00,,https://www.europarl.europa.eu/mepphoto/1337.jpg,,,,,,,https://data.europarl.europa.eu/person/1337
1352,Mr,Enrique,Barón Crespo,,,male,Estonia,Madrid,27/03/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1352.jpg,,,,,,,https://data.europarl.europa.eu/person/1352
1370,Ms,Caroline,Jackson,,,female,United Kingdom,Penzance (Cornwall),05/11/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1370.jpg,,,,,,,https://data.europarl.europa.eu/person/1370
1394,Mr,Bill,Newton Dunn,,,male,United Kingdom,Greywell (Hampshire),03/10/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1394.jpg,,,,,,,https://data.europarl.europa.eu/person/1394
1403,Mr,David,Martin,,,male,United Kingdom,Edinburgh,26/08/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1403.jpg,,,,,,,https://data.europarl.europa.eu/person/1403
1405,Mr,Edward,Mcmillan-Scott,,,male,United Kingdom,Cambridge,15/08/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1405.jpg,,,,,,,https://data.europarl.europa.eu/person/1405
1407,Mr,Stephen,Hughes,,,male,United Kingdom,Sunderland,19/08/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1407.jpg,,,,,,,https://data.europarl.europa.eu/person/1407
1413,Mr,Glyn,Ford,,,male,United Kingdom,Gloucester,28/01/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1413.jpg,,,,,,,https://data.europarl.europa.eu/person/1413
1419,Mr,James,Elles,,,male,United Kingdom,London,03/09/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1419.jpg,,,,,,,https://data.europarl.europa.eu/person/1419
1429,Mr,Christopher,Beazley,,,male,United Kingdom,Bexhill (Sussex),05/09/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1429.jpg,,,,,,,https://data.europarl.europa.eu/person/1429
1473,Mr,Gérard,Deprez,,,male,Belgium,Noville-Bastogne,13/08/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1473.jpg,,,,,,,https://data.europarl.europa.eu/person/1473
1490,Mr,Paul,Vergès,,,male,France,Oubone (Thaïlande),03/03/1925 02:00,12/11/2016 01:00,https://www.europarl.europa.eu/mepphoto/1490.jpg,,,,,,,https://data.europarl.europa.eu/person/1490
1566,Ms,Emma,Bonino,,,female,Italy,Bra,09/03/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1566.jpg,,,,,,,https://data.europarl.europa.eu/person/1566
1665,Mr,Salvador,Garriga Polledo,,,male,Estonia,Gijon,06/08/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1665.jpg,,,,,,,https://data.europarl.europa.eu/person/1665
1708,Ms,Marie-Noëlle,Lienemann,,,female,France,Belfort,12/07/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1708.jpg,,,,,,,https://data.europarl.europa.eu/person/1708
1832,Ms,Marianne,Thyssen,,,female,Belgium,Sint-Gillis-Waas,24/07/1956 01:00,,https://www.europarl.europa.eu/mepphoto/1832.jpg,,,,,,,https://data.europarl.europa.eu/person/1832
1833,Ms,Marie Anne,Isler Béguin,,,female,France,Boulay,30/06/1956 01:00,,https://www.europarl.europa.eu/mepphoto/1833.jpg,,,,,,,https://data.europarl.europa.eu/person/1833
1838,Mr,Gérard,Onesta,,,male,France,Albi,05/08/1960 01:00,,https://www.europarl.europa.eu/mepphoto/1838.jpg,,,,,,,https://data.europarl.europa.eu/person/1838
1842,Mr,Rolf,Berend,,,male,Germany,Gernrode/Eichsfeld,01/10/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1842.jpg,,,,,,,https://data.europarl.europa.eu/person/1842
1845,Mr,Lutz,Goepel,,,male,Germany,Gotha,10/10/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1845.jpg,,,,,,,https://data.europarl.europa.eu/person/1845
1849,Ms,Sylvia-Yvonne,Kaufmann,,,female,Germany,Berlin,23/01/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1849.jpg,,,,,,,https://data.europarl.europa.eu/person/1849
1852,Mr,Dieter-Lebrecht,Koch,,,male,Germany,,07/01/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1852.jpg,,,,,,,https://data.europarl.europa.eu/person/1852
1854,Ms,Constanze,Krehl,,,female,Germany,Stuttgart,14/10/1956 01:00,,https://www.europarl.europa.eu/mepphoto/1854.jpg,mailto:constanze.krehl@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/1854
1858,Mr,Jürgen,Schröder,,,male,Germany,Magdeburg,15/09/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1858.jpg,,,,,,,https://data.europarl.europa.eu/person/1858
1859,Mr,Ulrich,Stockmann,,,male,Germany,Oebisfelde,01/01/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1859.jpg,,,,,,,https://data.europarl.europa.eu/person/1859
1866,Mr,Willi,Piecyk,,,male,Germany,München,11/08/1948 01:00,01/08/2008 12:00,https://www.europarl.europa.eu/mepphoto/1866.jpg,,,,,,,https://data.europarl.europa.eu/person/1866
1873,Mr,Íñigo,Méndez de Vigo,,,male,Estonia,Tetuan (Maroc),21/01/1956 01:00,,https://www.europarl.europa.eu/mepphoto/1873.jpg,,,,,,,https://data.europarl.europa.eu/person/1873
1882,Mr,José Javier,Pomés Ruiz,,,male,Estonia,"Pamplona, Navarra",12/03/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1882.jpg,,,,,,,https://data.europarl.europa.eu/person/1882
1892,Mr,Carlos,Coelho,,,male,Portugal,Lisboa,20/05/1960 01:00,,https://www.europarl.europa.eu/mepphoto/1892.jpg,,,,,,,https://data.europarl.europa.eu/person/1892
1898,Ms,Erika,Mann,,,female,Germany,Leipzig,02/11/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1898.jpg,,,,,,,https://data.europarl.europa.eu/person/1898
1902,Mr,Norbert,Glante,,,male,Germany,Caputh,08/08/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1902.jpg,,,,,,,https://data.europarl.europa.eu/person/1902
1904,Ms,Karin,Jöns,,,female,Germany,Kiel,29/04/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1904.jpg,,,,,,,https://data.europarl.europa.eu/person/1904
1905,Mr,Heinz,Kindermann,,,male,Germany,Welhotta (CZ),20/06/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1905.jpg,,,,,,,https://data.europarl.europa.eu/person/1905
1906,Mr,Bernhard,Rapkay,,,male,Germany,Ludwigsburg,08/01/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1906.jpg,,,,,,,https://data.europarl.europa.eu/person/1906
1907,Ms,Barbara,Weiler,,,female,Germany,Düsseldorf,17/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1907.jpg,,,,,,,https://data.europarl.europa.eu/person/1907
1908,Mr,Helmut,Kuhne,,,male,Germany,Soest,06/09/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1908.jpg,,,,,,,https://data.europarl.europa.eu/person/1908
1910,Mr,Ralf,Walter,,,male,Germany,Andernach,15/03/1958 01:00,,https://www.europarl.europa.eu/mepphoto/1910.jpg,,,,,,,https://data.europarl.europa.eu/person/1910
1911,Mr,Martin,Schulz,,,male,Germany,Hehlrath,20/12/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1911.jpg,,,,,,,https://data.europarl.europa.eu/person/1911
1913,Ms,Evelyne,Gebhardt,,,female,France,Montreuil-sous-Bois (France),19/01/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1913.jpg,,,,,,,https://data.europarl.europa.eu/person/1913
1914,Ms,Jutta,Haug,,,female,Germany,Castrop-Rauxel,08/10/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1914.jpg,,,,,,,https://data.europarl.europa.eu/person/1914
1917,Mr,Markus,Ferber,,,male,Germany,Augsburg,15/01/1965 01:00,,https://www.europarl.europa.eu/mepphoto/1917.jpg,mailto:markus.ferber@europarl.europa.eu,http://www.markus-ferber.de/,https://twitter.com/MarkusFerber,https://www.facebook.com/MarkusFerberEU,http://www.facebook.com/markus.ferber,,https://data.europarl.europa.eu/person/1917
1919,Mr,Ole,Krarup,,,male,Denmark,Århus,17/03/1935 02:00,07/10/2017 12:00,https://www.europarl.europa.eu/mepphoto/1919.jpg,,,,,,,https://data.europarl.europa.eu/person/1919
1920,Mr,Hartmut,Nassauer,,,male,Germany,Marburg/Lahn,17/10/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1920.jpg,,,,,,,https://data.europarl.europa.eu/person/1920
1922,Mr,Thomas,Mann,,,male,Germany,Naumburg/Saale,28/01/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1922.jpg,,,,,,,https://data.europarl.europa.eu/person/1922
1923,Mr,Alfred,Gomolka,,,male,Germany,Breslau,21/07/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1923.jpg,,,,,,,https://data.europarl.europa.eu/person/1923
1926,Ms,Karin,Riis-Jørgensen,,,female,Denmark,Odense,07/11/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1926.jpg,,,,,,,https://data.europarl.europa.eu/person/1926
1927,Mr,Peter,Liese,,,male,Germany,Meschede,20/05/1965 01:00,,https://www.europarl.europa.eu/mepphoto/1927.jpg,mailto:peter.liese@europarl.europa.eu,http://www.peter-liese.de/,http://twitter.com/peterliese,https://www.facebook.com/peter.liese,,https://www.instagram.com/peter.liese.cdu/,https://data.europarl.europa.eu/person/1927
1928,Mr,Werner,Langen,,,male,Germany,Müden/Mosel,27/11/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1928.jpg,,,,,,,https://data.europarl.europa.eu/person/1928
1929,Ms,Christa,Klaß,,,female,Germany,Osann,07/11/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1929.jpg,,,,,,,https://data.europarl.europa.eu/person/1929
1930,Mr,Horst,Schnellhardt,,,male,Germany,Rüdigershagen,12/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1930.jpg,,,,,,,https://data.europarl.europa.eu/person/1930
1933,Ms,Elisabeth,Schroedter,,,female,Germany,Dresden,11/03/1959 01:00,,https://www.europarl.europa.eu/mepphoto/1933.jpg,,,,,,,https://data.europarl.europa.eu/person/1933
1934,Mr,Daniel,Cohn-Bendit,,,male,Germany,Montauban,04/04/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1934.jpg,,,,,,,https://data.europarl.europa.eu/person/1934
1935,Mr,Wolfgang,Kreissl-Dörfler,,,male,Germany,Augsburg,01/12/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1935.jpg,,,,,,,https://data.europarl.europa.eu/person/1935
1938,Ms,Anne,Van Lancker,,,female,Belgium,Temse,04/03/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1938.jpg,,,,,,,https://data.europarl.europa.eu/person/1938
1941,Ms,Roberta,Angelilli,,,female,Italy,Roma,01/02/1965 01:00,,https://www.europarl.europa.eu/mepphoto/1941.jpg,,,,,,,https://data.europarl.europa.eu/person/1941
1944,Mr,Sebastiano (Nello),Musumeci,,,male,Italy,Militello Val Catania,21/01/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1944.jpg,,,,,,,https://data.europarl.europa.eu/person/1944
1945,Mr,Salvatore,Tatarella,,,male,Italy,Cerignola,11/10/1947 01:00,28/01/2017 01:00,https://www.europarl.europa.eu/mepphoto/1945.jpg,,,,,,,https://data.europarl.europa.eu/person/1945
1946,Ms,Annemie,Neyts-Uyttebroeck,,,female,Belgium,Elsene,17/06/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1946.jpg,,,,,,,https://data.europarl.europa.eu/person/1946
1952,Mr,Jan Marinus,Wiersma,,,male,Netherlands,Groningen,26/08/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1952.jpg,,,,,,,https://data.europarl.europa.eu/person/1952
1956,Mr,Frank,Vanhecke,,,male,Belgium,Brugge,30/05/1959 01:00,,https://www.europarl.europa.eu/mepphoto/1956.jpg,,,,,,,https://data.europarl.europa.eu/person/1956
1965,Mr,Jan,Mulder,,,male,Netherlands,Diever,03/10/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1965.jpg,,,,,,,https://data.europarl.europa.eu/person/1965
1969,Mr,Johannes,Blokland,,,male,Netherlands,Oegstgeest,05/03/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1969.jpg,,,,,,,https://data.europarl.europa.eu/person/1969
1970,Ms,María,Sornosa Martínez,,,female,Estonia,Manises (Valencia),15/06/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1970.jpg,,,,,,,https://data.europarl.europa.eu/person/1970
1973,Mr,Carlos,Carnero González,,,male,Estonia,Madrid,24/11/1961 01:00,,https://www.europarl.europa.eu/mepphoto/1973.jpg,,,,,,,https://data.europarl.europa.eu/person/1973
1976,Mr,Joan,Vallvé,,,male,Estonia,Barcelona,29/09/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1976.jpg,,,,,,,https://data.europarl.europa.eu/person/1976
1977,Mr,Michel,Rocard,,,male,France,Courbevoie (Seine),21/08/1930 12:00,02/07/2016 12:00,https://www.europarl.europa.eu/mepphoto/1977.jpg,,,,,,,https://data.europarl.europa.eu/person/1977
1980,Mr,André,Laignel,,,male,France,Paris,04/12/1942 01:00,,https://www.europarl.europa.eu/mepphoto/1980.jpg,,,,,,,https://data.europarl.europa.eu/person/1980
1983,Mr,Pierre,Moscovici,,,male,France,Paris,16/09/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1983.jpg,,,,,,,https://data.europarl.europa.eu/person/1983
1985,Ms,Pervenche,Berès,,,female,France,Neully-sur-Seine,10/03/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1985.jpg,,,,,,,https://data.europarl.europa.eu/person/1985
1992,Mr,José Manuel,García-Margallo y Marfil,,,male,Estonia,Madrid,13/08/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1992.jpg,mailto:jose.margallo@europarl.europa.eu,https://www.josemanuelgarciamargallo.es/,https://twitter.com/MargalloJm,https://www.facebook.com/JMGMargallo/,,https://www.instagram.com/jmgmargallo/,https://data.europarl.europa.eu/person/1992
1993,Ms,Carmen,Fraga Estévez,,,female,Estonia,Léon,19/10/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1993.jpg,,,,,,,https://data.europarl.europa.eu/person/1993
2000,Mr,Daniel,Varela Suanzes-Carpegna,,,male,Estonia,Lugo,01/04/1951 01:00,,https://www.europarl.europa.eu/mepphoto/2000.jpg,,,,,,,https://data.europarl.europa.eu/person/2000
2001,Mr,Gerardo,Galeote,,,male,Estonia,São Paulo (Brasil),27/01/1957 01:00,,https://www.europarl.europa.eu/mepphoto/2001.jpg,,,,,,,https://data.europarl.europa.eu/person/2001
2002,Mr,José Ignacio,Salafranca Sánchez-Neyra,,,male,Estonia,Madrid,31/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/2002.jpg,,,,,,,https://data.europarl.europa.eu/person/2002
2012,Mr,Fernando,Fernández Martín,,,male,Estonia,Santa Cruz de la Palma (Tenerife),29/05/1943 12:00,,https://www.europarl.europa.eu/mepphoto/2012.jpg,,,,,,,https://data.europarl.europa.eu/person/2012
2023,Mr,Fausto,Bertinotti,,,male,Italy,Milano,22/03/1940 01:00,,https://www.europarl.europa.eu/mepphoto/2023.jpg,,,,,,,https://data.europarl.europa.eu/person/2023
2025,Ms,Françoise,Grossetête,,,female,France,Lyon,17/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/2025.jpg,,,,,,,https://data.europarl.europa.eu/person/2025
2031,Ms,Marie-Arlette,Carlotti,,,female,France,Béziers,21/01/1952 01:00,,https://www.europarl.europa.eu/mepphoto/2031.jpg,,,,,,,https://data.europarl.europa.eu/person/2031
2036,Mr,Umberto,Bossi,,,male,Italy,Cassano Magnago (VA),19/09/1941 12:00,,https://www.europarl.europa.eu/mepphoto/2036.jpg,,,,,,,https://data.europarl.europa.eu/person/2036
2037,Mr,Robert,Sturdy,,,male,United Kingdom,Wetherby,22/06/1944 12:00,,https://www.europarl.europa.eu/mepphoto/2037.jpg,,,,,,,https://data.europarl.europa.eu/person/2037
2046,Mr,Guido,Podestà,,,male,Italy,Milano,01/04/1947 01:00,,https://www.europarl.europa.eu/mepphoto/2046.jpg,,,,,,,https://data.europarl.europa.eu/person/2046
2048,Mr,Herbert,Bösch,,,male,Austria,Feldkirch,11/09/1954 01:00,,https://www.europarl.europa.eu/mepphoto/2048.jpg,,,,,,,https://data.europarl.europa.eu/person/2048
2053,Mr,Johannes,Voggenhuber,,,male,Austria,Salzburg,05/06/1950 01:00,,https://www.europarl.europa.eu/mepphoto/2053.jpg,,,,,,,https://data.europarl.europa.eu/person/2053
2057,Mr,Carl,Lang,,,male,France,Vernon,20/09/1957 01:00,,https://www.europarl.europa.eu/mepphoto/2057.jpg,,,,,,,https://data.europarl.europa.eu/person/2057
2062,Ms,Riitta,Myller,,,female,Finland,Joensuu,12/07/1956 01:00,,https://www.europarl.europa.eu/mepphoto/2062.jpg,,,,,,,https://data.europarl.europa.eu/person/2062
2066,Mr,Fernand,Le Rachinel,,,male,France,Gourfaleur,04/06/1942 12:00,,https://www.europarl.europa.eu/mepphoto/2066.jpg,,,,,,,https://data.europarl.europa.eu/person/2066
2073,Mr,Richard,Howitt,,,male,United Kingdom,Reading,05/04/1961 01:00,,https://www.europarl.europa.eu/mepphoto/2073.jpg,,,,,,,https://data.europarl.europa.eu/person/2073
2075,Mr,Michl,Ebner,,,male,Italy,Bozen/Bolzano,20/09/1952 01:00,,https://www.europarl.europa.eu/mepphoto/2075.jpg,,,,,,,https://data.europarl.europa.eu/person/2075
2081,Mr,Peter,Skinner,,,male,United Kingdom,Oxford,01/06/1959 01:00,,https://www.europarl.europa.eu/mepphoto/2081.jpg,,,,,,,https://data.europarl.europa.eu/person/2081
2097,Mr,Giles,Chichester,,,male,United Kingdom,London,29/07/1946 12:00,,https://www.europarl.europa.eu/mepphoto/2097.jpg,,,,,,,https://data.europarl.europa.eu/person/2097
2099,Mr,Robert,Evans,,,male,United Kingdom,Ashford,23/10/1956 01:00,,https://www.europarl.europa.eu/mepphoto/2099.jpg,,,,,,,https://data.europarl.europa.eu/person/2099
